lender_id, country_code, inviter_id, invitee_count, loan_count
4406, US, -1, 1, 208
4407, NO, -1, 0, 30
4408, DE, -1, 0, 157
4409, JP, -1, 0, 1277
4410, , -1, 0, 9
4411, , -1, 6, 12
4412, US, -1, 1, 239
4413, , -1, 0, 1
4414, US, -1, 0, 54
4415, NL, -1, 2, 31
4416, US, -1, 0, 17
4417, , -1, 6, 792
4418, US, -1, 4, 38
4419, US, -1, 0, 18
4420, , -1, 0, 13
4421, US, -1, 3, 29
4422, SE, -1, 1, 28
4423, US, -1, 1, 15
4424, , -1, 0, 1
4425, GB, -1, 0, 10
4426, US, -1, 2, 52
4427, AT, -1, 0, 39
4428, US, -1, 1, 8
4429, US, -1, 1, 6
4430, DE, -1, 8, 146
4431, US, -1, 0, 86
4432, AU, -1, 0, 714
4433, US, -1, 5, 48
4434, US, -1, 3, 258
4435, US, -1, 0, 3
4436, , -1, 0, 13
4437, , -1, 0, 4
4438, US, -1, 0, 3
4439, , -1, 2, 41
4440, , -1, 0, 1
4441, NL, -1, 0, 9
4442, US, -1, 0, 3
4443, NL, -1, 0, 4
4444, PT, -1, 1, 145
4445, US, -1, 0, 25
4446, US, -1, 1, 9
4447, , -1, 0, 2
4448, US, -1, 0, 13
4449, , -1, 1, 4
4450, , -1, 0, 8
4451, , -1, 0, 1
4452, CA, -1, 0, 34
4453, US, -1, 0, 9
4454, US, -1, 2, 23
4455, CA, -1, 2, 72
4456, , -1, 0, 6
4457, DE, -1, 0, 9
4458, US, -1, 1, 50
4459, US, -1, 4, 1068
4460, CA, -1, 2, 134
4461, , -1, 0, 1
4462, , -1, 1, 117
4463, , -1, 0, 6
4464, , -1, 0, 5
4465, , -1, 0, 9
4466, US, -1, 1, 6
0, None, -1, None, None
4467, US, -1, 1, 83
4468, AU, -1, 0, 202
4469, US, -1, 3, 1090
4470, , -1, 1, 23
4471, , -1, 0, 6
4472, , -1, 0, 3
4473, US, -1, 0, 8
4474, US, -1, 0, 85
4475, , -1, 4, 6
4476, , 8669, 0, 1
4477, US, -1, 1, 41
4478, , -1, 0, 1
4479, US, -1, 3, 353
4480, , 7986, 0, 1
4481, CA, -1, 0, 83
4482, NL, -1, 0, 2
4483, , -1, 0, 2
4484, , -1, 0, 8
4485, , -1, 0, 4
4486, DE, -1, 0, 5
4487, , -1, 0, 9284
4488, , -1, 0, 3
4489, HU, -1, 0, 1
4490, DE, -1, 0, 35
4491, US, -1, 3, 2845
4492, , -1, 0, 6
4493, US, -1, 0, 35
4494, , -1, 0, 394
4495, , -1, 0, 1
4496, US, -1, 0, 8
4497, , -1, 0, 4965
4498, , -1, 0, 426
4499, GB, -1, 0, 2
4500, , -1, 0, 1
4501, US, -1, 2, 13
4502, US, -1, 0, 23
4503, , -1, 0, 2
4504, US, -1, 1, 20
4505, US, -1, 0, 25
4506, , -1, 0, 25
4507, US, -1, 0, 1
4508, US, -1, 0, 27
4509, US, -1, 0, 1
4510, US, -1, 0, 11
4511, US, 489, 0, 62
4512, US, -1, 0, 174
4513, , 5743, 0, 1
4514, US, -1, 0, 70
4515, GB, -1, 0, 107
4516, CA, -1, 1, 60
4517, US, -1, 1, 14
4518, US, -1, 0, 2
4519, , -1, 0, 4
4520, , -1, 0, 2
4521, , -1, 0, 5
4522, NL, -1, 0, 13
4523, , -1, 0, 1
4524, NL, -1, 1, 16
4525, AT, -1, 0, 31
4526, , 5606, 0, 2
4527, CA, -1, 0, 15
4528, CA, -1, 0, 6
4529, US, -1, 0, 12
4530, US, 4433, 0, 9
4531, US, -1, 4, 28
4532, , -1, 0, 66
4533, US, -1, 0, 1
4534, US, -1, 0, 22
4535, , -1, 0, 4
4536, US, -1, 1, 2
4537, , -1, 0, 3
4538, US, -1, 0, 30
4539, US, -1, 1, 52
4540, IT, -1, 0, 791
4541, US, -1, 0, 14
4542, DE, -1, 0, 46
4543, , 6028, 0, 11
4544, US, -1, 0, 2
4545, , -1, 0, 1
4546, CA, -1, 0, 47
4547, DE, -1, 0, 256
4548, , 9084, 0, 2
4549, US, -1, 0, 59
4550, , -1, 0, 1
4551, US, -1, 1, 28
4552, US, -1, 2, 65
4553, US, -1, 0, 109
4554, US, -1, 0, 19
4555, , -1, 0, 3
4556, US, -1, 3, 242
4557, US, -1, 4, 46
4558, US, -1, 0, 92
4559, CA, -1, 0, 27
4560, US, -1, 3, 929
4561, US, -1, 0, 16
4562, CA, -1, 0, 8
4563, , -1, 0, 11
4564, US, -1, 2, 125
4565, US, -1, 0, 149
4566, US, -1, 0, 831
4567, , 5612, 0, 1
4568, , -1, 0, 6
4569, US, -1, 0, 195
4570, , -1, 0, 1
4571, , -1, 1, 26
4572, US, -1, 1, 118
4573, , -1, 0, 8
4574, US, -1, 0, 22
4575, GB, -1, 0, 19
4576, US, -1, 2, 3
4577, , -1, 0, 2
4578, US, -1, 0, 7
4579, US, -1, 2, 63
4580, , -1, 1, 64
4581, US, -1, 1, 115
4582, US, -1, 0, 20
4583, CA, -1, 4, 35
4584, US, -1, 0, 65
4585, , -1, 6, 3
4586, US, -1, 2, 19
4587, DE, -1, 0, 1
4588, US, -1, 0, 13
4589, , -1, 0, 4
4590, , -1, 0, 1
4591, , -1, 0, 8
4592, , -1, 0, 2
4593, , -1, 0, 1
4594, CA, -1, 1, 16
4595, , -1, 0, 6
4596, US, -1, 3, 77
4597, , -1, 0, 4
4598, , -1, 0, 1
4599, US, -1, 0, 24
4600, CA, -1, 1, 20
4601, US, -1, 0, 10
4602, SE, -1, 2, 271
4603, NO, -1, 0, 17
4604, US, -1, 0, 6
4605, NL, -1, 0, 1002
4606, PT, -1, 0, 8
4607, CA, -1, 4, 161
4608, US, -1, 1, 29
4609, DE, -1, 0, 17
4610, , -1, 0, 1
4611, PT, -1, 0, 25
4612, , -1, 0, 1
4613, DE, -1, 1, 3717
4614, , 4617, 0, 1
4615, , -1, 0, 1
4616, US, -1, 0, 26
4617, DE, -1, 2, 12
4618, , -1, 0, 4
4619, US, -1, 1, 39
4620, US, 7090, 0, 1
4621, , -1, 2, 1
4622, , -1, 0, 15
4623, US, -1, 4, 228
4624, US, -1, 0, 1
4625, , -1, 0, 2
4626, , -1, 0, 1
4627, CA, -1, 0, 248
4628, , 5083, 0, 1
4629, , -1, 0, 7
4630, US, -1, 0, 13
4631, US, -1, 0, 26
4632, , -1, 0, 5
4633, , -1, 0, 8
4634, , 8510, 0, 1
4635, , -1, 0, 4
4636, DE, -1, 1, 94
4637, PH, -1, 1, 1318
4638, , -1, 0, 5
4639, CA, -1, 0, 115
4640, , -1, 0, 2
4641, , -1, 1, 5
4642, , 5676, 0, 1
4643, , -1, 2, 1
4644, , 8510, 0, 1
4645, , -1, 0, 9
4646, AR, -1, 2, 72
4647, , -1, 3, 4
4648, , -1, 0, 1
4649, , -1, 0, 7
4650, CA, -1, 0, 11
4651, , 6010, 0, 1
4652, US, -1, 0, 9
4653, , 5757, 0, 1
4654, CA, -1, 2, 41
4655, , -1, 1, 17
4656, US, -1, 0, 138
4657, , 5387, 0, 1
4658, , -1, 0, 2
4659, , -1, 0, 4
4660, US, -1, 3, 155
4661, CA, -1, 0, 15
4662, US, -1, 0, 13
4663, , -1, 0, 1
4664, US, -1, 0, 12
4665, , -1, 0, 3
4666, , -1, 0, 9
4667, US, -1, 0, 5
4668, US, -1, 0, 469
4669, US, -1, 0, 1
4670, CA, -1, 5, 197
4671, , -1, 0, 2
4672, , -1, 0, 8
4673, , -1, 1, 6
4674, NO, -1, 4, 233
4675, PT, -1, 3, 135
4676, US, -1, 0, 6
4677, , -1, 0, 1
4678, , -1, 0, 1
4679, US, -1, 0, 12
4680, US, -1, 0, 5
4681, , -1, 0, 6
4682, DE, -1, 0, 228
4683, , -1, 0, 3
4684, ES, 7868, 2, 5
4685, CA, -1, 0, 9
4686, , -1, 0, 1
4687, , -1, 0, 2
4688, , -1, 1, 248
4689, US, -1, 0, 75
4690, UG, -1, 4, 58
4691, US, -1, 0, 208
4692, , -1, 0, 8
4693, , -1, 0, 4
4694, US, -1, 0, 37
4695, US, -1, 0, 4
4696, , -1, 0, 7
4697, DE, -1, 3, 963
4698, , 6171, 0, 1
4699, CA, -1, 2, 513
4700, US, 5648, 0, 1
4701, US, -1, 0, 244
4702, CA, -1, 1, 83
4703, , -1, 0, 1
4704, US, -1, 0, 87
4705, US, -1, 0, 5
4706, GB, -1, 0, 12
4707, , -1, 0, 2
4708, , -1, 0, 2
4709, US, -1, 0, 6
4710, DE, -1, 0, 20
4711, US, -1, 0, 7
4712, , -1, 0, 1
4713, MX, -1, 5, 1777
4714, , -1, 0, 21
4715, CA, -1, 1, 142
4716, US, -1, 3, 21
4717, CH, -1, 0, 9
4718, , -1, 0, 2
4719, , -1, 0, 1
4720, , -1, 0, 12
4721, CA, -1, 0, 229
4722, BE, -1, 0, 50
4723, US, -1, 0, 4
4724, US, -1, 0, 336
4725, AU, -1, 1, 34
4726, , 7884, 0, 2
4727, CA, -1, 2, 28
4728, NL, -1, 4, 45
4729, CA, -1, 0, 5
4730, CZ, -1, 0, 12
4731, , -1, 1, 5
4732, US, -1, 2, 31
4733, US, -1, 1, 8
4734, CA, -1, 0, 22
4735, , -1, 0, 17
4736, , -1, 0, 1
4737, , 8557, 0, 1
4738, , -1, 0, 22
4739, US, -1, 16, 178
4740, CA, -1, 0, 97
4741, FI, -1, 2, 6
4742, US, 4084, 1, 20
4743, US, -1, 1, 26
4744, SE, -1, 1, 48
4745, US, -1, 0, 135
4746, US, -1, 4, 2388
4747, US, -1, 9, 341
4748, US, -1, 0, 99
4749, AU, -1, 4, 8
4750, , -1, 0, 2
4751, GB, -1, 0, 57
4752, US, -1, 1, 15
4753, , -1, 0, 2
4754, US, -1, 0, 7
4755, US, -1, 0, 11
4756, CA, -1, 1, 129
4757, US, -1, 0, 12
4758, US, -1, 0, 31
4759, US, -1, 0, 43
4760, US, -1, 3, 35
4761, , -1, 0, 1
4762, CA, -1, 0, 12
4763, LU, -1, 0, 90
4764, US, 7992, 0, 9
4765, , -1, 0, 7
4766, , -1, 0, 3
4767, , -1, 0, 5
4768, US, -1, 0, 1
4769, , -1, 1, 7
4770, US, -1, 0, 280
4771, , -1, 0, 1
4772, , -1, 0, 7
4773, , -1, 0, 4
4774, CA, -1, 2, 204
4775, CA, -1, 1, 3
4776, , -1, 0, 1
4777, US, -1, 1, 17
4778, US, -1, 3, 9
4779, , -1, 3, 7
4780, HU, -1, 0, 1
4781, US, -1, 0, 68
4782, , -1, 0, 2
4783, , 12009, 0, 1
4784, US, -1, 0, 1
4785, , -1, 0, 20
4786, , -1, 0, 52
4787, US, -1, 2, 21
4788, ES, -1, 1, 196
4789, US, -1, 0, 144
4790, , -1, 0, 9
4791, US, -1, 0, 23
4792, US, -1, 1, 9
4793, US, -1, 0, 171
4794, US, -1, 0, 72
4795, , -1, 3, 3
4796, , -1, 0, 4
4797, US, -1, 2, 38
4798, US, -1, 10, 283
4799, GB, -1, 0, 161
4800, , -1, 2, 12
4801, US, -1, 0, 102
4802, US, -1, 0, 4
4803, , -1, 0, 9
4804, , -1, 2, 1
4805, US, 14060, 0, 6
4806, , 4741, 0, 1
4807, US, -1, 0, 1
4808, US, -1, 0, 49
4809, US, -1, 1, 204
4810, US, -1, 0, 22
4811, US, -1, 0, 352
4812, GB, -1, 1, 8
4813, US, -1, 1, 18
4814, , -1, 0, 2
4815, US, -1, 4, 43
4816, CA, -1, 0, 1
4817, US, -1, 1, 39
4818, ES, -1, 0, 5
4819, TH, -1, 1, 59
4820, US, -1, 0, 32
4821, , 451, 0, 1
4822, , -1, 0, 1
4823, , -1, 0, 4
4824, US, -1, 0, 18
4825, , -1, 0, 4
4826, GB, -1, 2, 475
4827, US, -1, 0, 32
4828, US, -1, 1, 682
4829, , -1, 0, 1
4830, CA, -1, 1, 119
4831, , -1, 0, 2
4832, CH, -1, 2, 9
4833, US, -1, 2, 11
4834, , -1, 0, 13
4835, , -1, 0, 1
4836, US, -1, 3, 234
4837, US, -1, 0, 66
4838, , -1, 0, 1
4839, , -1, 0, 1
4840, US, -1, 1, 680
4841, US, -1, 4, 57
4842, US, -1, 2, 123
4843, US, -1, 5, 23
4844, , -1, 0, 3
4845, , -1, 0, 1
4846, US, -1, 0, 69
4847, GB, -1, 4, 413
4848, CA, -1, 0, 14
4849, US, -1, 2, 33
4850, US, -1, 4, 58
4851, , -1, 0, 4
4852, CA, -1, 0, 5
4853, US, -1, 1, 7
4854, BE, -1, 3, 26
4855, SE, -1, 1, 359
4856, US, -1, 0, 13
4857, , -1, 0, 4
4858, US, -1, 0, 22
4859, AU, -1, 0, 3
4860, CA, -1, 4, 113
4861, , -1, 0, 1
4862, US, -1, 0, 7
4863, , -1, 1, 14
4864, US, -1, 0, 3
4865, NL, 607, 0, 65
4866, US, -1, 0, 86
4867, ES, -1, 0, 32
4868, NZ, -1, 4, 25
4869, US, -1, 2, 190
4870, US, -1, 0, 260
4871, AU, -1, 1, 604
4872, DK, -1, 0, 21
4873, , -1, 0, 3
4874, FR, -1, 0, 3
4875, HK, -1, 0, 6
4876, US, -1, 1, 75
4877, BE, -1, 2, 10
4878, US, -1, 0, 34
4879, US, -1, 1, 1043
4880, US, -1, 2, 181
4881, US, -1, 0, 44
4882, IT, -1, 0, 633
4883, , -1, 2, 1
4884, , -1, 0, 1
4885, FI, -1, 2, 28
4886, , -1, 1, 31
4887, , -1, 0, 2
4888, IE, -1, 0, 104
4889, US, -1, 0, 19
4890, , -1, 0, 2
4891, , -1, 0, 5
4892, US, -1, 0, 45
4893, , 5561, 0, 1
4894, DE, -1, 0, 186
4895, SE, -1, 2, 416
4896, US, -1, 3, 181
4897, US, -1, 0, 10
4898, , -1, 2, 4
4899, US, -1, 0, 286
4900, US, -1, 0, 8
4901, US, 1968, 0, 4
4902, US, -1, 0, 143
4903, US, -1, 1, 63
4904, , -1, 0, 8
4905, US, -1, 1, 346
4906, AU, -1, 15, 1214
4907, US, -1, 0, 62
4908, , -1, 0, 7
4909, AU, -1, 26, 2515
4910, US, -1, 0, 16
4911, US, -1, 0, 218
4912, AU, -1, 0, 2704
4913, NL, -1, 0, 31
4914, , -1, 0, 1
4915, DE, -1, 6, 600
4916, US, -1, 4, 35
4917, AU, -1, 0, 16
4918, US, -1, 1, 6
4919, CA, -1, 0, 29
4920, , -1, 0, 10
4921, US, -1, 0, 8
4922, BE, -1, 3, 46
4923, , -1, 0, 11
4924, US, -1, 3, 142
4925, , -1, 0, 7
4926, CA, -1, 0, 9
4927, US, -1, 0, 15
4928, US, -1, 0, 2
4929, US, -1, 0, 9
4930, US, -1, 0, 15
4931, CA, -1, 0, 2
4932, US, -1, 0, 26
4933, , -1, 10, 11
4934, US, -1, 2, 8
4935, US, -1, 1, 397
4936, , -1, 0, 34
4937, US, -1, 2, 24
4938, US, -1, 3, 41
4939, US, -1, 0, 41
4940, US, -1, 0, 19
4941, , -1, 0, 2
4942, GB, -1, 0, 4
4943, , -1, 0, 27
4944, , -1, 0, 17
4945, US, -1, 0, 72
4946, US, -1, 0, 52
4947, US, -1, 1, 48
4948, US, -1, 3, 14
4949, US, -1, 0, 19
4950, US, -1, 0, 64
4951, , -1, 0, 66
4952, , -1, 0, 5
4953, , -1, 0, 1
4954, US, -1, 0, 5
4955, US, -1, 1, 1328
4956, , -1, 0, 4
4957, , 12250, 0, 1
4958, US, -1, 0, 1040
4959, US, -1, 10, 130
4960, US, -1, 5, 30
4961, US, -1, 0, 24
4962, CA, -1, 0, 4
4963, CA, -1, 0, 16
4964, CA, -1, 0, 881
4965, DE, -1, 0, 7
4966, , -1, 0, 1
4967, , 4741, 0, 1
4968, , -1, 2, 16
4969, CA, -1, 2, 35
4970, US, -1, 0, 9
4971, US, -1, 0, 47
4972, US, -1, 0, 216
4973, US, -1, 0, 17
4974, , -1, 0, 1
4975, US, -1, 0, 175
4976, AE, -1, 6, 77
4977, US, -1, 0, 11
4978, DE, -1, 0, 510
4979, , -1, 0, 25
4980, US, 7359, 0, 49
4981, US, -1, 0, 19
4982, BE, -1, 0, 24
4983, US, -1, 3, 36
4984, , -1, 0, 1
4985, , -1, 0, 4
4986, US, -1, 2, 75
4987, , -1, 0, 2
4988, AU, -1, 1, 14
4989, US, -1, 0, 18
4990, US, -1, 0, 140
4991, US, -1, 2, 102
4992, US, -1, 2, 32
4993, DE, -1, 0, 22
4994, US, -1, 0, 3
4995, AU, -1, 0, 12
4996, , -1, 0, 1
4997, US, -1, 0, 3
4998, , -1, 0, 1
4999, US, -1, 0, 9
5000, US, -1, 2, 70
5001, , 7085, 0, 1
5002, US, -1, 6, 1306
5003, US, -1, 0, 99
5004, US, -1, 0, 17
5005, US, -1, 0, 121
5006, US, -1, 2, 5
5007, US, -1, 0, 34
5008, PL, -1, 0, 71
5009, CA, -1, 5, 574
5010, , -1, 0, 1
5011, US, -1, 14, 3387
5012, , -1, 1, 13
5013, , -1, 0, 2
5014, JO, -1, 2, 5
5015, US, -1, 0, 42
5016, US, -1, 0, 10
5017, , -1, 1, 1
5018, , 2240, 0, 2
5019, , -1, 4, 82
5020, US, -1, 6, 42
5021, US, -1, 0, 3
5022, CA, -1, 1, 103
5023, US, -1, 1, 260
5024, US, -1, 0, 17
5025, SE, -1, 19, 27
5026, , -1, 0, 6
5027, CA, -1, 3, 15
5028, , -1, 1, 265
5029, , -1, 0, 2
5030, , -1, 0, 1
5031, , -1, 0, 3
5032, US, -1, 3, 402
5033, US, -1, 0, 51
5034, US, -1, 1, 74
5035, CA, -1, 0, 11
5036, US, -1, 1, 4
5037, , -1, 0, 1
5038, CA, -1, 5, 7
5039, AU, -1, 0, 447
5040, , 5052, 0, 1
5041, DE, -1, 3, 763
5042, , -1, 1, 2
5043, AU, -1, 1, 2087
5044, US, -1, 0, 6
5045, , -1, 0, 1
5046, US, -1, 0, 16
5047, US, -1, 1, 44
5048, US, -1, 0, 90
5049, , -1, 0, 2
5050, DE, -1, 0, 1
5051, , 5465, 0, 1
5052, US, -1, 1, 11
5053, AU, -1, 0, 19
5054, MX, -1, 1, 21
5055, US, -1, 0, 277
5056, CA, -1, 2, 339
5057, , -1, 0, 14
5058, , 5388, 0, 1
5059, , -1, 0, 3
5060, US, -1, 0, 2
5061, , -1, 0, 1
5062, US, -1, 0, 37
5063, US, -1, 2, 49
5064, US, -1, 3, 23
5065, US, -1, 0, 18
5066, , -1, 1, 4
5067, US, -1, 7, 201
5068, AU, -1, 1, 169
5069, US, -1, 1, 339
5070, US, -1, 0, 6
5071, , -1, 0, 40
5072, AU, -1, 0, 64
5073, GB, -1, 0, 67
5074, ES, -1, 0, 2
5075, , -1, 0, 2
5076, US, -1, 0, 35
5077, , 5428, 0, 3
5078, AU, -1, 0, 12
5079, US, -1, 0, 2
5080, US, -1, 0, 1
5081, NL, -1, 1, 810
5082, US, -1, 0, 26
5083, CA, -1, 6, 15
5084, US, -1, 0, 26
5085, US, -1, 0, 4
5086, US, -1, 1, 423
5087, US, -1, 0, 15
5088, US, -1, 39, 51
5089, US, -1, 0, 3
5090, GB, -1, 1, 726
5091, US, -1, 0, 180
5092, AU, -1, 0, 23
5093, , -1, 0, 2
5094, US, -1, 0, 55
5095, , -1, 0, 2
5096, , -1, 0, 3
5097, AU, -1, 0, 202
5098, , 8352, 0, 1
5099, , -1, 0, 1
5100, , -1, 0, 1
5101, DK, -1, 1, 679
5102, , -1, 0, 1
5103, CA, -1, 0, 538
5104, US, -1, 3, 18
5105, US, -1, 0, 27
5106, , 4883, 0, 1
5107, US, -1, 0, 58
5108, JP, -1, 3, 323
5109, US, -1, 0, 3
5110, , -1, 0, 11
5111, US, -1, 1, 21
5112, US, -1, 0, 54
5113, , -1, 0, 41
5114, US, -1, 1, 12
5115, US, -1, 0, 2
5116, , 5494, 0, 1
5117, , -1, 0, 6
5118, US, -1, 0, 28
5119, US, -1, 3, 82
5120, US, -1, 0, 99
5121, SE, -1, 3, 6
5122, SE, -1, 0, 76
5123, , -1, 0, 2
5124, US, -1, 11, 400
5125, , -1, 0, 1
5126, US, -1, 0, 61
5127, US, -1, 1, 12
5128, , -1, 0, 15
5129, US, -1, 1, 7
0, None, -1, None, None
5130, US, -1, 0, 217
5131, , -1, 1, 63
5132, , 7587, 0, 1
5133, , -1, 6, 15
5134, , -1, 0, 5
5135, , -1, 2, 26
5136, US, -1, 0, 14
5137, , -1, 1, 3
5138, , -1, 1, 39
5139, US, -1, 1, 94
5140, NZ, -1, 0, 1
5141, , -1, 0, 1
5142, CA, 4883, 0, 1
5143, , -1, 0, 2
5144, , -1, 0, 5
5145, , -1, 0, 1
5146, , -1, 0, 1
5147, AU, -1, 0, 32
5148, AU, -1, 3, 177
5149, , -1, 0, 1
5150, , -1, 0, 123
5151, JP, -1, 0, 6
5152, US, -1, 0, 259
5153, US, -1, 0, 15
5154, US, -1, 2, 20
5155, US, -1, 2, 1524
5156, AU, -1, 0, 28
5157, CA, -1, 1, 16
5158, AU, -1, 1, 8
5159, , -1, 0, 1
5160, US, -1, 1, 14
5161, , -1, 0, 1
5162, CA, -1, 1, 125
5163, , -1, 0, 19
5164, TW, -1, 0, 50
5165, CA, -1, 1, 25
5166, AU, -1, 0, 20
5167, , -1, 1, 3
5168, AU, -1, 0, 4
5169, , -1, 0, 2
5170, , -1, 0, 2
5171, US, -1, 1, 66
5172, , -1, 0, 18
5173, AU, -1, 1, 58
5174, , -1, 1, 5
5175, US, -1, 0, 38
5176, US, -1, 0, 8
5177, US, -1, 0, 16
5178, , -1, 0, 5
5179, , -1, 0, 6
5180, US, -1, 1, 534
5181, US, -1, 0, 7
5182, US, -1, 0, 48
5183, US, -1, 0, 32
5184, US, -1, 0, 3
5185, CA, -1, 7, 432
5186, US, -1, 0, 21
5187, , 607, 0, 10
5188, , 4727, 0, 8
5189, US, -1, 0, 5
5190, US, -1, 0, 13
5191, , 5764, 0, 2
5192, , -1, 0, 3
5193, , -1, 0, 1
5194, US, -1, 3, 469
5195, KY, -1, 0, 13
5196, DE, -1, 0, 74
5197, US, -1, 0, 5
5198, , -1, 0, 3
5199, , 6008, 0, 2
5200, , -1, 0, 1
5201, US, -1, 0, 46
5202, US, -1, 0, 331
5203, US, -1, 2, 31
5204, , -1, 0, 3
5205, US, -1, 0, 77
5206, , -1, 3, 2
5207, CA, -1, 1, 9
5208, US, -1, 0, 11
5209, US, -1, 0, 2
5210, US, -1, 0, 14
5211, CA, -1, 3, 135
5212, , -1, 0, 11
5213, , -1, 30, 128
5214, US, -1, 0, 6
5215, , -1, 0, 1
5216, , -1, 1, 4
5217, , -1, 0, 1
5218, US, -1, 0, 3
5219, AU, -1, 1, 33
0, None, -1, None, None
0, None, -1, None, None
5220, , -1, 2, 203
5221, US, -1, 0, 113
5222, US, -1, 0, 15
5223, US, -1, 0, 6
5224, US, -1, 0, 9
5225, US, -1, 0, 19
5226, US, -1, 0, 4
5227, US, -1, 0, 117
5228, US, -1, 0, 56
5229, AU, -1, 0, 504
5230, US, -1, 0, 2
5231, , -1, 0, 23
5232, , -1, 0, 3
5233, US, -1, 0, 80
5234, US, -1, 2, 112
5235, , -1, 2, 1
5236, , -1, 0, 1
5237, US, -1, 0, 11
5238, US, -1, 0, 7
5239, , -1, 0, 2
5240, JP, -1, 2, 55
5241, CA, -1, 0, 6
5242, , -1, 2, 3
5243, US, -1, 0, 55
5244, CA, -1, 0, 234
5245, US, -1, 0, 3211
5246, JP, -1, 0, 30
5247, US, -1, 0, 47
5248, CA, -1, 0, 25
5249, US, -1, 0, 54
5250, US, -1, 22, 31
5251, US, -1, 0, 66
5252, CA, -1, 0, 321
5253, CA, -1, 18, 388
5254, US, -1, 1, 2000
5255, US, -1, 1, 27
5256, US, -1, 3, 483
5257, US, -1, 0, 1
5258, , 5285, 0, 2
5259, US, -1, 0, 37
5260, US, -1, 1, 32
5261, , -1, 4, 2
5262, US, 1459, 0, 128
5263, US, -1, 0, 7
5264, CA, -1, 0, 7
5265, , -1, 0, 14
5266, CA, -1, 1, 23
5267, CA, -1, 0, 17
5268, , -1, 0, 11
5269, US, -1, 0, 33
5270, US, -1, 4, 65
5271, US, -1, 0, 12
5272, US, -1, 2, 7
5273, US, -1, 0, 8
5274, AU, -1, 1, 84
5275, , -1, 0, 7
5276, , -1, 0, 2
5277, AU, -1, 1, 9
5278, , -1, 0, 4
5279, CA, -1, 4, 124
5280, US, -1, 1, 35
5281, US, -1, 0, 67
5282, US, -1, 2, 400
5283, GB, -1, 1, 7
5284, , -1, 1, 1
5285, US, -1, 3, 98
5286, CA, -1, 0, 118
5287, CA, -1, 1, 10
5288, AU, -1, 10, 38
5289, AU, -1, 0, 58
5290, AU, -1, 2, 117
5291, , -1, 0, 3
5292, US, -1, 1, 195
5293, US, -1, 1, 23
5294, US, -1, 4, 170
5295, US, -1, 0, 28
5296, , -1, 0, 3
5297, US, -1, 0, 13
5298, US, -1, 3, 125
5299, CA, -1, 0, 6
5300, US, -1, 0, 37
5301, , -1, 3, 1
5302, , -1, 0, 5
5303, US, -1, 0, 150
5304, , -1, 0, 2
5305, US, -1, 4, 119
5306, US, -1, 0, 97
5307, US, -1, 0, 1343
5308, , -1, 0, 9
5309, AU, -1, 7, 33
5310, GB, -1, 6, 242
5311, US, -1, 0, 7
5312, , -1, 1, 7
5313, AU, -1, 0, 6
5314, US, -1, 1, 247
5315, , -1, 0, 1
5316, US, -1, 2, 168
5317, US, -1, 2, 82
5318, , -1, 0, 10
5319, , -1, 0, 2
5320, US, -1, 0, 2
5321, US, -1, 5, 145
5322, US, -1, 0, 10
5323, AU, -1, 0, 14
5324, , -1, 0, 15
5325, CA, -1, 1, 58
5326, AU, -1, 0, 14
5327, BN, -1, 0, 47
5328, NO, -1, 0, 509
5329, , -1, 0, 1
5330, US, -1, 1, 17
5331, AU, -1, 0, 9
5332, SE, -1, 1, 29
5333, , 5536, 0, 1
5334, US, -1, 0, 16
5335, TW, -1, 0, 55
5336, , -1, 0, 2
5337, GB, -1, 2, 124
5338, US, -1, 1, 69
5339, FI, -1, 4, 74
5340, , 5421, 0, 1
5341, , -1, 0, 1
5342, , 5025, 0, 1
5343, AU, 3661, 1, 218
5344, FI, -1, 4, 412
5345, ES, -1, 0, 12
5346, FR, -1, 0, 63
5347, GB, -1, 1, 508
5348, SA, -1, 0, 13
5349, , -1, 0, 2
5350, AU, -1, 1, 13
5351, PT, -1, 1, 55
5352, PL, -1, 0, 12
5353, US, -1, 7, 900
5354, , -1, 0, 39
5355, , -1, 0, 3
5356, US, -1, 0, 2
5357, , -1, 0, 2
5358, US, -1, 1, 23
5359, , 5025, 0, 1
5360, US, -1, 0, 69
5361, , -1, 0, 23
5362, , 4265, 0, 26
5363, US, -1, 0, 621
5364, NL, -1, 3, 448
5365, , -1, 0, 9
5366, , -1, 1, 6
5367, US, -1, 0, 5
5368, DE, -1, 0, 14
5369, AU, -1, 0, 17
5370, US, -1, 0, 15
5371, PT, -1, 0, 22
5372, GB, -1, 1, 44
5373, , -1, 0, 15
5374, SA, -1, 0, 19
5375, AU, -1, 0, 105
5376, NO, -1, 7, 366
5377, DE, -1, 0, 285
5378, NO, -1, 0, 15
5379, AU, -1, 4, 53
5380, , -1, 0, 4
5381, CA, -1, 0, 4
5382, AU, -1, 0, 34
5383, US, -1, 1, 54
5384, IT, -1, 3, 374
5385, , -1, 0, 5
5386, NL, -1, 2, 7
5387, , -1, 2, 1
5388, GB, -1, 6, 16
5389, US, -1, 0, 206
5390, SE, -1, 0, 15
5391, US, -1, 0, 76
5392, CH, -1, 0, 153
5393, , 6769, 0, 1
5394, ES, -1, 0, 237
5395, , -1, 0, 17
5396, , -1, 0, 8
5397, AU, -1, 2, 27
5398, ES, -1, 1, 97
0, None, -1, None, None
