loan_id, sector, amount, borrowers, country, geo
1207, Food, 1000, 1, HN, 15 -86.5
1208, Food, 750, 1, HN, 15 -86.5
1209, Food, 750, 1, HN, 15 -86.5
1210, Food, 975, 1, HN, 15 -86.5
1211, Agriculture, 425, 1, PH, 13 122
1212, Clothing, 1675, 7, GH, 8 -2
1213, Agriculture, 800, 1, EC, -2 -77.5
1214, Agriculture, 1000, 1, EC, -2 -77.5
1215, Clothing, 1475, 1, MN, 47.916667 106.916667
1216, Agriculture, 1100, 1, SV, 13.833333 -88.916667
1217, Agriculture, 4875, 1, UA, 49 32
1218, Food, 1300, 1, EC, -2 -77.5
1219, Food, 175, 1, UG, 2 33
1220, Food, 3000, 3, TZ, -6.8 39.283333
1221, Agriculture, 800, 1, NI, 12.150833 -86.268333
1222, Retail, 1850, 1, MN, 47.916667 106.916667
1223, Transportation, 5000, 1, GE, 42 43.5
1224, Agriculture, 1300, 1, SV, 13.833333 -88.916667
1225, Retail, 1000, 1, TL, -8.833333 125.75
1226, Retail, 1000, 1, TL, -8.833333 125.75
1227, Transportation, 175, 1, PH, 13 122
1228, Retail, 750, 1, HN, 13.333333 -87.083333
1229, Food, 250, 1, KE, -0.283333 36.066667
1230, Food, 4525, 7, PE, -12.083333 -76.76666
1231, Food, 1350, 1, PY, -22.993333 -57.99638
1232, Retail, 3025, 8, PE, -12.083333 -76.76666
1233, Food, 250, 1, SL, 8.5 -11.5
1234, Food, 300, 1, SL, 8.5 -11.5
1235, Food, 225, 1, SL, 8.5 -11.5
1236, Agriculture, 225, 1, UG, 2 33
1237, Food, 250, 1, KE, 1 38
1238, Agriculture, 2050, 1, GE, 42 43.5
1239, Retail, 1500, 1, PS, 31.5 34.466667
1240, Food, 525, 1, KE, 1 38
1241, Clothing, 2475, 1, KG, 41 75
1242, Clothing, 300, 1, KE, 1 38
1243, Retail, 150, 1, PH, 13 122
1244, Retail, 300, 1, PH, 13 122
1245, Agriculture, 2575, 1, AZ, 39.833333 48.416667
1246, Agriculture, 2425, 1, AZ, 39.833333 48.416667
1247, Housing, 1075, 1, PE, -10 -76
1248, Agriculture, 4875, 8, KE, 1 38
1249, Retail, 625, 1, UG, 2 33
1250, Retail, 3025, 5, DO, 19.25 -69.45
1251, Clothing, 4000, 5, DO, 18.833333 -69.333333
1252, Retail, 1050, 1, ML, 11.996041 -7.913563
1253, Arts, 1950, 8, IN, 20 77
1254, Services, 800, 1, UG, 2 33
1255, Agriculture, 3825, 5, KE, 1 38
1256, Retail, 625, 2, GH, 8 -2
1257, Food, 5625, 11, PE, -10 -76
1258, Food, 5150, 8, BO, -16.483333 -68.18333
1259, Food, 5150, 8, BO, -16.483333 -68.18333
1260, Food, 4950, 9, BO, -16.483333 -68.18333
1261, Food, 3625, 9, BO, -16.483333 -68.18333
1262, Food, 4225, 11, PE, -10 -76
1263, Food, 2650, 7, TZ, -6.8 39.283333
1264, Food, 4250, 3, TZ, -6.8 39.283333
1265, Services, 400, 1, PK, 30.195556 71.475278
1266, Food, 700, 1, SV, 13.833333 -88.916667
1267, Agriculture, 1500, 1, SV, 13.833333 -88.916667
1268, Food, 1100, 1, NI, 13 -85
1269, Retail, 450, 1, PH, 13 122
1270, Food, 750, 1, HN, 13.333333 -87.083333
1271, Agriculture, 600, 2, KH, 13 105
1272, Agriculture, 1500, 1, BO, -17.383333 -66.15
1273, Housing, 1075, 1, NI, 13.166667 -86.333333
1274, Clothing, 400, 1, HN, 13.333333 -87.083333
1275, Food, 1200, 1, PY, -22.993333 -57.99638
1276, Clothing, 1000, 1, TL, -8.833333 125.75
1277, Agriculture, 2475, 1, AM, 40 45
1278, Retail, 150, 1, PH, 13 122
1279, Food, 1275, 1, GT, 15.5 -90.25
1280, Clothing, 1500, 1, NI, 12.150833 -86.268333
1281, Housing, 750, 4, YE, 15.5 47.5
1282, Clothing, 1000, 1, UG, 0.3475 32.649167
1283, Agriculture, 150, 1, IN, 20 77
1284, Services, 1025, 3, NI, 11.966667 -86.1
1285, Agriculture, 1325, 1, GE, 42 43.5
1286, Education, 250, 1, IN, 20 77
1287, Food, 1025, 1, BO, -16.483333 -68.18333
1288, Agriculture, 1275, 1, RW, -2 30
1289, Agriculture, 1475, 1, RW, -2 30
1290, Agriculture, 1475, 1, RW, -2 30
1291, Agriculture, 1475, 1, RW, -2 30
1292, Food, 1225, 1, NI, 12.435556 -86.879444
1293, Retail, 525, 1, SN, 14 -14
1294, Food, 1050, 1, TJ, 37.412778 68.684444
1295, Agriculture, 3575, 7, KE, 1 38
1296, Agriculture, 1500, 1, BO, -17.383333 -66.15
1297, Agriculture, 1275, 1, TJ, 39 71
1298, Housing, 3100, 1, MN, 47.916667 106.916667
1299, Housing, 1500, 1, KH, 13 105
1300, Services, 700, 1, KE, 1 38
1301, Clothing, 1150, 2, TZ, -2.516667 32.9
1302, Food, 500, 1, HN, 13.333333 -87.083333
1303, Food, 725, 1, PE, -10 -76
1304, Agriculture, 1200, 1, EC, -2 -77.5
1305, Retail, 525, 1, CO, 4 -72
1306, Agriculture, 1200, 1, EC, -2 -77.5
1307, Food, 1375, 1, PE, -8.379147 -74.553866
1308, Retail, 3925, 6, SN, 14 -14
1309, Retail, 5025, 36, SN, 14 -14
1310, Food, 575, 3, YE, 15.5 47.5
1311, Personal Use, 1500, 1, TJ, 39 71
1312, Food, 1500, 1, BO, -16.5 -68.15
1313, Education, 2075, 6, SL, 8.883333 -12.05
1314, Housing, 650, 1, TJ, 38.56 68.773889
1315, Retail, 350, 1, SL, 8.5 -11.5
1316, Retail, 950, 4, YE, 15.5 47.5
1317, Agriculture, 1475, 1, RW, -2 30
1318, Transportation, 1050, 1, KE, 0.516667 36.866667
1319, Agriculture, 2100, 1, TJ, 39 71
1320, Agriculture, 1250, 1, AM, 40 45
1321, Food, 1300, 1, AZ, 40.5 48.333333
1322, Agriculture, 725, 1, PE, -8.379147 -74.553866
1323, Food, 350, 1, SL, 8.5 -11.5
1324, Agriculture, 5875, 8, KE, 0.616667 34.766667
1325, Clothing, 1350, 2, GT, 15.5 -90.25
1326, Agriculture, 1000, 1, AM, 40 45
1327, Agriculture, 3000, 1, AM, 40 45
1328, Housing, 750, 1, TJ, 38.56 68.773889
1329, Clothing, 300, 1, LR, 6.5 -9.5
1330, Food, 250, 1, SL, 8.5 -11.5
1331, Food, 550, 1, PE, -8.379147 -74.553866
1332, Housing, 1000, 1, SV, 13.833333 -88.916667
1333, Agriculture, 350, 1, PH, 8.2055 123.7546
1334, Agriculture, 325, 1, PH, 13 122
1335, Food, 1300, 1, PS, 31.92157 35.203285
1336, Agriculture, 650, 1, SV, 13.833333 -88.916667
1337, Clothing, 2475, 6, GH, 8 -2
1338, Education, 250, 1, IN, 20 77
1339, Food, 475, 1, GE, 42 43.5
1340, Food, 650, 1, TJ, 38.598056 68.977778
1341, Retail, 925, 1, SL, 8.5 -11.5
1342, Transportation, 1050, 1, TJ, 38.56 68.773889
1343, Retail, 5000, 1, GE, 42 43.5
1344, Services, 700, 1, KE, 1 38
1345, Agriculture, 1825, 1, CR, 10 -84
1346, Food, 2425, 12, VN, 16.166667 107.833333
1347, Services, 825, 1, ID, -5 120
1348, Food, 575, 1, PH, 13 122
1349, Retail, 1000, 1, TL, -8.833333 125.75
1350, Clothing, 700, 1, SV, 13.833333 -88.916667
1351, Clothing, 950, 1, YE, 15.5 47.5
1352, Construction, 1025, 1, BO, -16.5 -68.15
1353, Retail, 250, 1, KE, -0.716667 36.433333
1354, Agriculture, 1000, 1, SV, 13.833333 -88.916667
1355, Agriculture, 2050, 1, KG, 41 75
1356, Food, 1725, 4, VN, 16.166667 107.833333
1357, Agriculture, 2050, 1, KG, 41 75
1358, Agriculture, 350, 1, PH, 13 122
1359, Retail, 350, 1, PH, 13 122
1360, Education, 650, 1, TJ, 39 71
1361, Housing, 400, 1, SV, 13.833333 -88.916667
1362, Food, 350, 1, PH, 13 122
1363, Agriculture, 125, 1, PH, 13 122
1364, Agriculture, 4650, 9, KE, 0.416667 34.25
1365, Retail, 300, 1, PH, 13 122
1366, Food, 250, 1, SL, 8.5 -11.5
1367, Food, 275, 1, PH, 13 122
1368, Agriculture, 225, 1, PH, 13 122
1369, Education, 1475, 1, BO, -17 -65
1370, Education, 1900, 1, BO, -16.5 -68.15
1371, Clothing, 800, 3, NI, 12.435556 -86.879444
1372, Food, 2250, 9, NI, 13 -85
1373, Agriculture, 1075, 1, PE, -10 -76
1374, Clothing, 2475, 8, BO, -16.483333 -68.18333
1375, Transportation, 1500, 1, AM, 40 45
1376, Agriculture, 225, 1, TJ, 39 71
1377, Agriculture, 1400, 1, TJ, 39 71
1378, Retail, 1050, 1, SN, 14 -14
1379, Retail, 1200, 1, PY, -25.516667 -54.61666
1380, Food, 450, 1, PK, 31.549722 74.343611
1381, Food, 600, 1, SV, 13.833333 -88.916667
1382, Retail, 1050, 1, TJ, 38.313056 69.043056
1383, Food, 1500, 1, PS, 31.92157 35.203285
1384, Construction, 2175, 1, AZ, 40.5 47.5
1385, Services, 375, 1, LR, 6.5 -9.5
1386, Services, 2550, 1, AZ, 40.5 47.5
1387, Services, 750, 1, HN, 15 -86.5
1388, Services, 1000, 1, AM, 40 45
1389, Services, 1500, 1, BO, -17.383333 -66.15
1390, Food, 675, 1, PH, 13 122
1391, Food, 150, 1, PH, 13 122
1392, Manufacturing, 400, 1, PH, 13 122
1393, Personal Use, 1600, 1, TJ, 39.910833 69.006389
1394, Agriculture, 1450, 1, BO, -17.383333 -66.15
1395, Food, 1000, 1, BO, -16.05 -68.683333
1396, Services, 350, 1, PH, 13 122
1397, Services, 425, 1, TJ, 39 71
1398, Clothing, 3000, 1, PS, 31.92157 35.203285
1399, Food, 600, 5, SL, 8.883333 -12.05
1400, Health, 250, 1, HN, 13.333333 -87.083333
1401, Agriculture, 1000, 1, UG, -0.116667 30.483333
1402, Clothing, 2000, 1, TJ, 39 71
1403, Services, 200, 1, PK, 31.549722 74.343611
1404, Clothing, 3000, 1, TJ, 39.910833 69.006389
1405, Agriculture, 1050, 1, KE, 1 38
1406, Agriculture, 600, 1, UG, 2 33
1407, Retail, 1175, 1, SL, 8.5 -11.5
1408, Transportation, 2000, 1, GE, 42 43.5
1409, Education, 400, 1, VN, 16.166667 107.833333
1410, Agriculture, 1375, 1, NI, 12.150833 -86.268333
1411, Food, 250, 1, HN, 13.333333 -87.083333
1412, Agriculture, 1200, 1, UG, 2 33
1413, Food, 450, 1, PK, 31.549722 74.343611
1414, Agriculture, 2575, 1, AZ, 39.833333 48.416667
1415, Services, 1250, 1, PY, -22.993333 -57.99638
1416, Agriculture, 275, 1, PH, 13 122
1417, Agriculture, 3850, 6, EC, -2 -77.5
1418, Agriculture, 425, 1, PH, 13 122
1419, Agriculture, 5375, 9, KE, 1 38
1420, Clothing, 2000, 1, TJ, 38.56 68.773889
1421, Clothing, 1175, 1, GE, 42 43.5
1422, Retail, 975, 1, KE, -4.05 39.666667
1423, Retail, 700, 1, KE, 1 38
1424, Retail, 2000, 1, IQ, 33 44
1425, Food, 1000, 1, AM, 40 45
1426, Clothing, 350, 1, SV, 13.833333 -88.916667
1427, Agriculture, 5875, 8, KE, 1 38
1428, Agriculture, 5450, 7, KE, 1 38
1429, Clothing, 275, 1, SL, 8.5 -11.5
1430, Food, 675, 1, PH, 13 122
1431, Transportation, 850, 1, SN, 14 -14
1432, Agriculture, 3000, 1, AM, 40 45
1433, Retail, 350, 1, PH, 13 122
1434, Food, 200, 1, SV, 13.833333 -88.916667
1435, Services, 2400, 1, IQ, 33 44
1436, Transportation, 400, 1, PK, 31.549722 74.343611
1437, Agriculture, 200, 1, PH, 13 122
1438, Clothing, 1000, 1, SV, 13.833333 -88.916667
1439, Food, 350, 1, KE, 1 38
1440, Services, 400, 1, PK, 30 70
1441, Clothing, 2950, 1, AZ, 40.5 47.5
1442, Food, 3750, 23, SN, 14 -14
1443, Services, 1000, 1, SV, 13.833333 -88.916667
1444, Agriculture, 1425, 1, KG, 41 75
1445, Transportation, 425, 1, PH, 13 122
1446, Transportation, 3800, 1, MN, 46 105
1447, Housing, 850, 1, TJ, 40.28 69.631667
1448, Agriculture, 1050, 1, TJ, 38.313056 69.043056
1449, Food, 625, 1, NI, 13 -85
1450, Retail, 1300, 3, VN, 16.166667 107.833333
1451, Food, 450, 1, PH, 13 122
1452, Food, 500, 1, KE, 1 38
1453, Housing, 1000, 1, KH, 11.55 104.916667
1454, Construction, 600, 1, NI, 12.150833 -86.268333
1455, Agriculture, 800, 1, CO, 4 -72
1456, Education, 750, 1, VN, 16.166667 107.833333
1457, Retail, 575, 2, GT, 14.783333 -90.783333
1458, Retail, 600, 1, SV, 13.833333 -88.916667
1459, Food, 1050, 1, CO, 4 -72
1460, Retail, 300, 1, PH, 13 122
1461, Services, 950, 1, YE, 15.5 47.5
1462, Food, 475, 1, YE, 15.5 47.5
1463, Food, 1650, 1, YE, 15.5 47.5
1464, Food, 950, 1, YE, 15.5 47.5
1465, Food, 2650, 11, IN, 20 77
1466, Services, 10000, 1, US, 39.76 -98.5
1467, Services, 5000, 1, TJ, 39 71
1468, Services, 1500, 1, SV, 13.833333 -88.916667
1469, Services, 1500, 1, BO, -16.5 -68.15
1470, Transportation, 2100, 1, TJ, 38.5 68.233333
1471, Services, 2000, 1, TJ, 38.56 68.773889
1472, Agriculture, 2725, 1, TJ, 39 71
1473, Agriculture, 150, 1, PH, 13 122
1474, Agriculture, 1925, 1, JO, 31 36
1475, Services, 1000, 1, SV, 13.833333 -88.916667
1476, Agriculture, 1300, 8, IN, 20 77
1477, Services, 250, 1, PK, 31.549722 74.343611
1478, Agriculture, 1575, 1, TJ, 39.910833 69.006389
1479, Retail, 7375, 1, US, 39.76 -98.5
1480, Agriculture, 400, 1, SV, 13.833333 -88.916667
1481, Services, 1175, 4, YE, 15.5 47.5
1482, Retail, 1875, 6, VN, 16.166667 107.833333
1483, Agriculture, 4575, 7, KE, 1 38
1484, Agriculture, 2050, 1, KG, 41 75
1485, Services, 1050, 1, SV, 13.833333 -88.916667
1486, Food, 325, 1, CO, 4 -72
1487, Agriculture, 5750, 9, KE, 0.616667 34.766667
1488, Retail, 125, 1, PH, 8.2055 123.7546
1489, Transportation, 175, 1, KE, 1 38
1490, Clothing, 200, 1, SL, 8.5 -11.5
1491, Transportation, 200, 1, PK, 31.549722 74.343611
1492, Transportation, 225, 1, KE, 1 38
1493, Clothing, 500, 1, SV, 13.833333 -88.916667
1494, Agriculture, 1000, 1, UG, 0.2 30.1
1495, Retail, 1500, 1, BO, -17.383333 -66.15
1496, Agriculture, 800, 1, SV, 13.833333 -88.916667
1497, Retail, 600, 1, KE, -0.283333 36.066667
1498, Clothing, 1150, 1, KE, -0.283333 36.066667
1499, Housing, 575, 1, SV, 13.833333 -88.916667
1500, Retail, 1000, 1, UG, 2 33
1501, Agriculture, 250, 1, PH, 13 122
1502, Clothing, 250, 1, LR, 6.5 -9.5
1503, Clothing, 900, 1, SV, 13.833333 -88.916667
1504, Transportation, 3000, 1, GE, 42 43.5
1505, Transportation, 2700, 1, GE, 42 43.5
1506, Housing, 1825, 1, MN, 46 105
1507, Housing, 425, 1, TJ, 38.56 68.773889
1508, Construction, 950, 4, YE, 15.5 47.5
1509, Retail, 2050, 1, KG, 41 75
1510, Food, 1225, 1, PY, -26 -57.166667
1511, Food, 1200, 1, PY, -22.993333 -57.99638
1512, Retail, 1000, 1, TL, -8.833333 125.75
1513, Retail, 900, 1, PE, -8.379147 -74.553866
1514, Agriculture, 1700, 1, TJ, 39 71
1515, Housing, 2400, 1, MN, 47.916667 106.916667
1516, Agriculture, 6050, 14, EC, -2 -77.5
1517, Agriculture, 1200, 1, UG, 0.2 30.1
1518, Clothing, 900, 1, SV, 13.833333 -88.916667
1519, Transportation, 1250, 1, AM, 40 45
1520, Retail, 1425, 4, VN, 16.166667 107.833333
1521, Agriculture, 3775, 6, KE, 1 38
1522, Services, 2100, 1, LB, 33.833333 35.833333
1523, Retail, 2000, 1, PS, 31.92157 35.203285
1524, Transportation, 925, 1, KE, 1 38
1525, Clothing, 4375, 8, BO, -16.483333 -68.18333
1526, Retail, 1750, 3, TZ, -6.8 39.283333
1527, Food, 1050, 1, NI, 12.435556 -86.879444
1528, Food, 1175, 1, JO, 31 36
1529, Housing, 1500, 1, AM, 40 45
1530, Food, 1450, 1, TG, 8 1.166667
1531, Agriculture, 1500, 1, AM, 40 45
1532, Housing, 500, 1, SV, 13.833333 -88.916667
1533, Personal Use, 1450, 1, PE, -10 -76
1534, Retail, 1400, 1, PK, 31.549722 74.343611
1535, Food, 3000, 1, GE, 42 43.5
1536, Transportation, 2500, 1, GE, 42 43.5
1537, Agriculture, 1225, 1, KG, 41 75
1538, Agriculture, 1200, 1, EC, -2 -77.5
1539, Agriculture, 1200, 1, EC, -2 -77.5
1540, Retail, 2400, 1, IQ, 33 44
1541, Food, 3000, 1, IQ, 33 44
1542, Agriculture, 950, 4, KH, 13 105
1543, Food, 150, 1, PH, 13 122
1544, Services, 5725, 6, UG, 0.315556 32.565556
1545, Retail, 2900, 12, UG, 0.315556 32.565556
1546, Retail, 1000, 1, TL, -8.833333 125.75
1547, Retail, 375, 1, SL, 8.5 -11.5
1548, Agriculture, 150, 1, PH, 13 122
1549, Agriculture, 1475, 1, RW, -2 30
1550, Agriculture, 500, 1, SV, 13.833333 -88.916667
1551, Retail, 450, 1, PK, 30 70
1552, Services, 1200, 1, UG, 2 33
1553, Manufacturing, 250, 1, PH, 13 122
1554, Agriculture, 1825, 1, CO, 4 -72
1555, Retail, 325, 1, PH, 13 122
1556, Agriculture, 2100, 10, SN, 14 -14
1557, Food, 1200, 1, GE, 42 43.5
1558, Arts, 1000, 1, KH, 13 105
1559, Clothing, 1500, 1, BO, -17.8 -63.166667
1560, Retail, 2450, 10, TZ, -6.8 39.283333
1561, Education, 3750, 1, BF, 13 -2
1562, Retail, 350, 1, SV, 13.833333 -88.916667
1563, Services, 375, 1, NI, 12.150833 -86.268333
1564, Retail, 3325, 22, SN, 14 -14
1565, Agriculture, 1175, 1, BO, -17 -65
1566, Agriculture, 150, 1, PH, 13 122
1567, Agriculture, 2000, 1, AM, 40 45
1568, Clothing, 1000, 1, TL, -8.833333 125.75
1569, Food, 2575, 4, TZ, -6.8 39.283333
1570, Agriculture, 3000, 1, AM, 40 45
1571, Agriculture, 1000, 1, UG, -0.543056 30.136944
1572, Retail, 3000, 1, LB, 33.833333 35.833333
1573, Agriculture, 175, 1, PH, 13 122
1574, Clothing, 1000, 1, KE, 1 38
1575, Agriculture, 125, 1, PH, 13 122
1576, Retail, 1900, 1, PK, 30 70
1577, Agriculture, 125, 1, PH, 13 122
1578, Housing, 375, 1, PE, -10 -76
1579, Clothing, 1125, 3, GH, 8 -2
1580, Personal Use, 425, 1, TJ, 39.910833 69.006389
1581, Retail, 250, 1, KE, 1 38
1582, Agriculture, 2475, 1, KG, 41 75
1583, Agriculture, 1750, 1, AM, 40 45
1584, Food, 800, 1, SV, 13.833333 -88.916667
1585, Retail, 2325, 21, SN, 14 -14
1586, Food, 800, 1, SV, 13.833333 -88.916667
1587, Retail, 400, 1, PK, 31.549722 74.343611
1588, Retail, 500, 1, PH, 13 122
1589, Clothing, 1275, 1, SN, 14 -14
1590, Housing, 3500, 1, PS, 31.5 34.466667
1591, Retail, 2750, 10, PE, -10 -76
1592, Retail, 4750, 25, SN, 14 -14
1593, Transportation, 4000, 1, GE, 42 43.5
1594, Transportation, 3000, 1, GE, 42 43.5
1595, Services, 5925, 9, TZ, -6.8 39.283333
1596, Transportation, 475, 1, PK, 31.549722 74.343611
1597, Clothing, 300, 1, KE, 1 38
1598, Retail, 475, 1, PH, 13 122
1599, Retail, 275, 1, PH, 13 122
1600, Food, 300, 1, LR, 6.5 -9.5
1601, Food, 725, 1, PE, -8.379147 -74.553866
1602, Food, 1175, 1, EC, -2 -77.5
1603, Retail, 1275, 1, EC, -2 -77.5
1604, Agriculture, 1275, 1, AZ, 40.5 47.5
1605, Services, 1075, 1, ID, -5 120
1606, Education, 125, 1, CD, 0 25
1607, Agriculture, 2500, 1, GE, 42 43.5
1608, Agriculture, 350, 1, KE, -0.283333 36.066667
1609, Transportation, 650, 1, UG, 2 33
1610, Agriculture, 850, 1, SV, 13.833333 -88.916667
1611, Services, 300, 1, KE, 1 38
1612, Transportation, 925, 1, KE, 1 38
1613, Food, 1000, 1, HN, 15 -86.5
1614, Agriculture, 225, 1, PH, 13 122
1615, Retail, 2725, 1, AM, 40 45
1616, Clothing, 650, 1, TJ, 39 71
1617, Retail, 100, 1, PH, 13 122
1618, Retail, 125, 1, PH, 13 122
1619, Retail, 200, 1, SL, 8.5 -11.5
1620, Retail, 225, 1, LR, 6.5 -9.5
1621, Retail, 225, 1, SL, 8.5 -11.5
1622, Retail, 225, 1, PH, 13 122
1623, Housing, 1200, 1, KH, 11.55 104.916667
1624, Retail, 150, 1, PH, 13 122
1625, Retail, 1400, 4, SL, 8.883333 -12.05
1626, Retail, 625, 1, CM, 6 12
1627, Retail, 250, 1, KE, 1 38
1628, Agriculture, 575, 6, KE, 1 38
1629, Personal Use, 2925, 1, UA, 48.216667 22.65
1630, Food, 525, 1, SV, 13.833333 -88.916667
1631, Agriculture, 800, 1, UG, 2 33
1632, Retail, 3650, 1, UA, 48.516667 35.866667
1633, Agriculture, 225, 1, PH, 13 122
1634, Retail, 525, 1, CM, 6 12
1635, Agriculture, 500, 1, SV, 13.833333 -88.916667
1636, Transportation, 1625, 1, EC, -2 -77.5
1637, Agriculture, 2050, 1, KG, 41 75
1638, Agriculture, 1300, 1, AM, 40 45
1639, Agriculture, 3000, 1, AM, 40 45
1640, Agriculture, 5400, 9, KE, 1 38
1641, Clothing, 1400, 1, GE, 42 43.5
1642, Agriculture, 650, 1, TJ, 39 71
1643, Retail, 5200, 13, TZ, -6.8 39.283333
1644, Retail, 2500, 5, VN, 16.166667 107.833333
1645, Agriculture, 400, 1, SV, 13.833333 -88.916667
1646, Clothing, 3125, 10, UG, -0.116667 30.483333
1647, Housing, 1000, 1, SV, 13.833333 -88.916667
1648, Food, 425, 1, PH, 13 122
1649, Food, 775, 1, EC, -2 -77.5
1650, Clothing, 6625, 12, EC, -2 -77.5
1651, Clothing, 1625, 1, EC, -2 -77.5
1652, Agriculture, 1100, 1, EC, -2 -77.5
1653, Agriculture, 1300, 1, EC, -2 -77.5
1654, Agriculture, 725, 1, EC, -2 -77.5
1655, Food, 375, 1, PH, 13 122
1656, Retail, 275, 1, PH, 13 122
1657, Food, 575, 1, PH, 13 122
1658, Retail, 425, 1, PH, 13 122
1659, Retail, 300, 1, PH, 13 122
1660, Retail, 325, 1, PH, 13 122
1661, Agriculture, 150, 1, PH, 13 122
1662, Retail, 625, 1, PH, 13 122
1663, Retail, 500, 1, PH, 13 122
1664, Food, 350, 1, PH, 13 122
1665, Health, 425, 1, PH, 13 122
1666, Food, 225, 1, PH, 13 122
1667, Food, 425, 1, PH, 13 122
1668, Retail, 300, 1, PH, 13 122
1669, Retail, 250, 1, PH, 13 122
1670, Food, 425, 1, PH, 13 122
1671, Food, 400, 1, PH, 13 122
1672, Agriculture, 450, 1, PH, 13 122
1673, Agriculture, 275, 1, PH, 13 122
1674, Agriculture, 1675, 10, ID, -5 120
1675, Agriculture, 1675, 8, VN, 16.166667 107.833333
1676, Agriculture, 6200, 11, KE, 1 38
1677, Agriculture, 4250, 7, KE, 1 38
1678, Agriculture, 3650, 5, KE, 1 38
1679, Agriculture, 4275, 7, KE, 0.616667 34.766667
1680, Agriculture, 6000, 9, KE, 1 38
1681, Agriculture, 4025, 6, KE, 1 38
1682, Education, 2000, 1, NI, 12.150833 -86.268333
1683, Education, 1350, 1, JO, 31 36
1684, Housing, 1000, 1, SV, 13.833333 -88.916667
1685, Food, 550, 1, PE, -8.379147 -74.553866
1686, Food, 275, 1, LR, 6.5 -9.5
1687, Retail, 500, 1, SV, 13.833333 -88.916667
1688, Food, 450, 1, PE, -8.379147 -74.553866
1689, Transportation, 1050, 1, SV, 13.833333 -88.916667
1690, Food, 1300, 1, CO, 4 -72
1691, Food, 250, 1, LR, 6.5 -9.5
1692, Retail, 1125, 1, PH, 13 122
1693, Housing, 650, 1, TJ, 40.116667 70.633333
1694, Clothing, 2000, 1, PS, 31.92157 35.203285
1695, Retail, 4200, 6, SN, 14 -14
1696, Housing, 1050, 1, TJ, 39 71
1697, Retail, 350, 1, PH, 13 122
1698, Retail, 575, 1, PH, 13 122
1699, Food, 225, 1, SL, 8.5 -11.5
1700, Food, 475, 1, KE, 1 38
1701, Retail, 450, 1, PH, 13 122
1702, Housing, 950, 1, TJ, 39.910833 69.006389
1703, Agriculture, 400, 1, SV, 13.833333 -88.916667
1704, Housing, 3000, 1, TJ, 38.598056 68.977778
1705, Agriculture, 4700, 7, KE, 0.616667 34.766667
1706, Housing, 725, 1, BO, -16.483333 -68.18333
1707, Food, 1150, 1, AZ, 40.5 48.333333
1708, Agriculture, 2775, 1, KG, 41 75
1709, Agriculture, 2050, 1, KG, 41 75
1710, Agriculture, 2050, 1, KG, 41 75
1711, Services, 2175, 1, AZ, 40.5 47.5
1712, Retail, 1925, 1, AZ, 40.5 47.5
1713, Food, 600, 1, JO, 31 36
1714, Retail, 750, 4, YE, 15.5 47.5
1715, Retail, 625, 1, CM, 6 12
1716, Services, 6000, 3, IQ, 33 44
1717, Agriculture, 150, 1, PH, 13 122
1718, Manufacturing, 300, 1, PH, 13 122
1719, Food, 425, 1, LR, 6.5 -9.5
1720, Transportation, 1075, 1, PE, -10 -76
1721, Transportation, 1500, 1, KH, 13 105
1722, Food, 900, 1, PE, -10 -76
1723, Housing, 400, 1, NI, 12.150833 -86.268333
1724, Agriculture, 1200, 1, EC, -2 -77.5
1725, Agriculture, 1375, 1, TJ, 39 71
1726, Agriculture, 1050, 1, TJ, 38.56 68.773889
1727, Clothing, 3000, 1, TJ, 38.56 68.773889
1728, Food, 3000, 1, TJ, 39 71
1729, Clothing, 2000, 1, TJ, 38.313056 69.043056
1730, Clothing, 1900, 1, TJ, 38.56 68.773889
1731, Retail, 2100, 1, TJ, 38.5 68.233333
1732, Retail, 475, 1, PK, 30 70
1733, Retail, 400, 1, PK, 31.416667 73.083333
1734, Retail, 400, 1, PK, 30 70
1735, Retail, 450, 1, PK, 30 70
1736, Services, 450, 1, PK, 32.15 74.183333
1737, Transportation, 400, 1, PK, 31.549722 74.343611
1738, Retail, 575, 1, PK, 30 70
1739, Retail, 525, 1, PK, 31.416667 73.083333
1740, Housing, 500, 1, KH, 11.55 104.916667
1741, Food, 3425, 8, VN, 16.166667 107.833333
1742, Retail, 1550, 4, TZ, -6.8 39.283333
1743, Clothing, 1525, 5, TZ, -6.8 39.283333
1744, Services, 2425, 10, TZ, -6.8 39.283333
1745, Food, 650, 1, PH, 13 122
1746, Retail, 1125, 1, PH, 13 122
1747, Housing, 1075, 1, PE, -10 -76
1748, Agriculture, 2100, 10, SN, 14 -14
1749, Agriculture, 2050, 1, KG, 41 75
1750, Agriculture, 3850, 6, KE, 0.616667 34.766667
1751, Housing, 1500, 1, KH, 13 105
1752, Transportation, 1000, 1, LB, 33.833333 35.833333
1753, Personal Use, 2475, 1, AM, 40 45
1754, Agriculture, 600, 1, KE, 1 38
1755, Agriculture, 3950, 7, KE, 0.616667 34.766667
1756, Services, 350, 1, SL, 8.5 -11.5
1757, Food, 2350, 4, NI, 12.150833 -86.268333
1758, Food, 475, 1, PH, 13 122
1759, Retail, 1050, 1, TJ, 37.412778 68.684444
1760, Food, 350, 1, PH, 13 122
1761, Food, 525, 1, PH, 13 122
1762, Retail, 1200, 1, UG, 0.083333 32
1763, Retail, 625, 1, TG, 8 1.166667
